filepath,speaker_id,sentence_id,emotion,intensity,dataset,language,duration,rms_mean,zcr_mean,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,spectral_contrast_mean,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_mean,chroma_std,tempo,pitch_mean,pitch_std,pitch_range,voicing_rate,split
datasets/CREMAD/AudioWAV/1018_TSI_FEA_XX.wav,1018,TSI,FEA,XX,CREMA-D,en,1.6683125,0.026522014,0.14415352299528303,1967.6386498650684,1139.8184982848002,4006.0436320754716,2050.8114199543297,16.654823944646456,-313.66214,118.348694,79.63312,34.20486,31.66556,30.241915,25.90208,15.019114,16.287966,13.148626,-6.104446,17.685165,-6.746504,11.622979,-10.014064,12.6113825,-1.30327,8.117863,1.1943514,5.8501244,-3.1851141,5.9715433,-0.119493164,5.3388214,-0.68257344,5.740429,0.31559044,0.3083325,[104.16666667],361.87726467116977,50.28858731860338,149.74660312118795,0.6792452830188679,test
datasets/CREMAD/AudioWAV/1028_IEO_SAD_HI.wav,1028,IEO,SAD,HI,CREMA-D,en,2.6693125,0.007524761,0.050426664806547616,1208.540978745573,194.27754725179864,2970.6101190476193,1907.6956985811844,15.435282568325299,-420.2879,49.325386,108.84091,11.5906,50.931244,16.951149,26.971191,13.514019,12.557895,16.121202,8.612317,8.864178,1.596886,8.313422,-3.9546285,7.2619267,1.1280009,6.3565693,1.949413,6.878603,-1.2201674,4.104161,-3.5343802,4.998311,-2.527232,5.8347564,0.39804003,0.290805,[104.16666667],0.0,0.0,0.0,0.0,test
datasets/CREMAD/AudioWAV/1039_TSI_HAP_XX.wav,1039,TSI,HAP,XX,CREMA-D,en,2.3356875,0.15677625,0.15157063802083334,2164.1438531023614,1036.9337482973363,4252.170138888889,1925.6412406920983,19.47737111260599,-154.10246,58.464153,67.000244,38.589954,3.1817484,46.2517,18.84713,16.114918,3.5048707,11.773702,-15.0312195,17.51351,-1.2051474,11.607508,-31.639732,10.556137,-21.678152,13.319234,0.16714883,10.988197,-6.1813498,8.606896,0.8014134,11.720018,-7.7618766,7.972599,0.250116,0.31490993,[156.25],296.5961373380432,81.60662441546833,235.69066853317943,0.9444444444444444,train
datasets/CREMAD/AudioWAV/1064_ITS_HAP_XX.wav,1064,ITS,HAP,XX,CREMA-D,en,2.8695,0.08538524,0.08924357096354167,1663.3999251483172,820.3056327837517,3490.234375,1864.7437887979406,18.43662711703052,-212.40715,72.881355,86.68909,46.21136,27.529627,24.371437,18.029348,19.287283,-9.491393,18.741291,-7.838782,13.864612,-11.2593355,14.372263,-12.225383,8.431167,-5.0010767,10.312055,-17.864191,13.043986,-11.53492,10.080781,-5.305772,10.945141,-8.595845,7.0371943,0.30229095,0.31650504,[85.22727273],349.56550606676103,99.04237750666948,301.50453261208474,0.7708333333333334,val
datasets/CREMAD/AudioWAV/1071_ITS_HAP_XX.wav,1071,ITS,HAP,XX,CREMA-D,en,2.2826875,0.035680175,0.0722106073943662,1346.9271559941042,518.5675360359954,2973.9216549295775,1770.5596559839048,16.561495388277997,-318.1168,110.48911,113.849266,35.126316,31.506151,32.635395,17.432995,25.180214,1.2749571,16.982586,-8.039409,18.294891,-5.059678,13.236674,-5.132067,9.870814,-0.26089987,7.0250607,-7.4806595,13.74431,-1.8001089,7.1140413,1.3711281,7.5334883,-1.6652957,6.928338,0.36852086,0.3011242,[98.68421053],243.15776147780792,66.55695829892107,206.79413931351763,0.6338028169014085,train
datasets/CREMAD/AudioWAV/1045_ITS_FEA_XX.wav,1045,ITS,FEA,XX,CREMA-D,en,2.602625,0.010962054,0.07295040967987805,1361.4215440954047,548.9850385381286,3105.564024390244,1861.883718189529,15.46319344561374,-382.31958,61.368473,110.65426,25.068832,42.292988,23.059278,24.867258,12.915854,5.0489745,12.460003,-2.4528089,12.742338,-4.93487,10.86567,-3.0043163,4.8780107,-0.71185815,7.8382463,-1.2866039,5.515554,-2.2147617,5.4094563,-2.744926,6.826199,-0.37134853,5.3139806,0.40824077,0.28863654,[81.52173913],191.3443329619051,25.469203154724063,84.34820932531625,0.4268292682926829,train
datasets/CREMAD/AudioWAV/1050_ITS_FEA_XX.wav,1050,ITS,FEA,XX,CREMA-D,en,3.2365625,0.010723572,0.08522901348039216,1557.3455201907148,785.5563807332126,3533.8541666666665,1998.7365979460426,15.405773457960096,-377.32816,62.567596,99.087975,27.672432,46.021473,22.236528,25.01583,12.590989,10.151668,11.248271,1.1831359,10.235651,-0.58339137,6.618387,-2.191995,6.137699,-1.1526116,8.2514,1.1293268,6.693979,-3.6547203,7.202376,-2.44491,6.2785516,-3.0271978,4.6253147,0.41787267,0.3052718,[144.23076923],245.3328143080046,22.706896883031963,71.98226229289003,0.16666666666666666,val
datasets/CREMAD/AudioWAV/1018_IWL_ANG_XX.wav,1018,IWL,ANG,XX,CREMA-D,en,2.1354375,0.043819167,0.0732717803030303,1324.072194208239,265.85951084368907,2758.0492424242425,1650.6136860478298,18.043737386945235,-286.89105,103.55556,108.56277,19.727839,12.375625,32.477543,9.223263,22.013945,-9.429494,27.938282,4.913358,16.191282,4.102249,11.83779,-13.156108,10.210708,-1.7537829,9.3994665,-1.1528614,11.58219,-2.3181522,7.6690497,-1.4332564,5.606416,-0.5981762,6.3388014,0.32278517,0.31366736,[208.33333333],312.8004750813083,40.74469848286195,164.3093546104341,0.7727272727272727,test
datasets/CREMAD/AudioWAV/1059_IEO_ANG_MD.wav,1059,IEO,ANG,MD,CREMA-D,en,2.3356875,0.22770762,0.13330078125,1881.7000297085112,686.2184847254948,3687.5,1714.9649788507277,19.230669197776468,-101.135086,92.675476,76.940796,22.544884,-24.448292,36.275764,-12.124019,17.154621,-20.220793,21.453224,-4.5527735,20.58159,-7.413195,19.10733,-16.01102,11.099222,-9.310327,16.033356,5.22511,7.410106,-9.158066,6.016393,-2.765954,7.8866806,-21.088606,11.817485,0.2732491,0.32737362,[117.1875],462.49883075472724,46.762770740637045,132.52180658510508,0.8285714285714286,train
datasets/CREMAD/AudioWAV/1054_MTI_DIS_XX.wav,1054,MTI,DIS,XX,CREMA-D,en,2.402375,0.015981276,0.07277318050986842,1204.2602346215185,597.8753684689312,2476.7680921052633,1653.2845110675037,15.965452207939052,-372.54306,49.812225,123.41205,32.849728,43.086193,26.23296,18.452587,24.297487,-0.9037097,18.599422,-2.4408312,15.097549,-2.6654184,10.416489,-7.1924815,8.120187,0.21260893,10.880243,4.0962877,6.413028,0.02008941,4.4637613,-1.741167,5.540804,-4.1249833,6.8242154,0.35431558,0.30984637,[117.1875],245.3328329621615,71.15195847631932,199.53914757865806,0.8421052631578947,train
datasets/CREMAD/AudioWAV/1041_MTI_DIS_XX.wav,1041,MTI,DIS,XX,CREMA-D,en,2.602625,0.009184617,0.06280964176829268,1250.8863095551242,467.6353662218639,2705.887957317073,1824.0845805597617,15.54791823127077,-396.53836,49.18098,114.937515,24.916183,48.98517,18.388903,22.306717,16.846403,6.2412424,16.58317,0.8346143,11.78435,-2.392592,7.814704,-0.79356337,8.795911,-2.0525296,6.7063804,-1.4266686,8.34604,3.4920661,4.7893596,-0.18351427,5.341004,-3.5264413,5.6637397,0.45582214,0.28265676,[144.23076923],0.0,0.0,0.0,0.0,val
datasets/CREMAD/AudioWAV/1048_IEO_ANG_HI.wav,1048,IEO,ANG,HI,CREMA-D,en,2.3356875,0.23729695,0.1379832732371795,1967.3667431006963,456.8317113962243,3745.99358974359,1702.0837868619199,19.409529928082097,-90.22923,88.25023,60.553055,29.210205,-26.808966,37.704277,-1.3750027,16.891827,-31.153961,28.743935,-2.6130536,8.314302,-8.686441,15.83684,-23.243795,10.286416,-10.892351,7.8242517,1.5550821,10.83021,-7.723002,7.4180007,3.4067101,9.188425,-11.452202,9.1712265,0.3171331,0.32807425,[98.68421053],455.00184983414863,43.37077705576975,168.07135881556513,0.7435897435897436,train
datasets/CREMAD/AudioWAV/1042_ITS_SAD_XX.wav,1042,ITS,SAD,XX,CREMA-D,en,2.402375,0.021268442,0.0819348787006579,1404.5861842243312,628.9750533994579,3069.0789473684213,1777.7513272903816,17.133583920323815,-351.21884,81.26607,107.00792,30.58175,33.15473,36.216805,33.91921,22.614983,8.270102,10.277753,-6.6035986,14.63308,-5.831012,11.792496,-11.535948,10.495734,0.45825782,9.450369,0.20136955,7.6089664,-6.959738,8.205931,3.9698534,7.8608193,-4.5080714,9.260361,0.3770853,0.30506608,[69.44444444],204.5679711520031,35.10908377898675,111.77252988589305,0.6447368421052632,train
datasets/CREMAD/AudioWAV/1019_TAI_NEU_XX.wav,1019,TAI,NEU,XX,CREMA-D,en,2.43575,0.022250813,0.07241781655844155,1339.8096921533486,476.6856447316754,2899.4521103896104,1775.679844505691,16.78304465135386,-346.71613,96.7096,106.62757,27.653038,42.400024,29.10821,32.455963,22.17733,-4.3025317,31.77838,-0.9199504,16.320997,-0.17441241,12.892904,-14.054183,12.993105,1.0957246,9.869652,-2.0824046,6.796643,-2.959992,5.359518,-1.2257051,5.226569,-3.178861,5.349859,0.34444794,0.29593742,[144.23076923],193.76437583612955,19.405179836708925,65.56283846140079,0.45454545454545453,train
datasets/CREMAD/AudioWAV/1057_ITS_SAD_XX.wav,1057,ITS,SAD,XX,CREMA-D,en,2.402375,0.007926621,0.06652189555921052,1435.33746896759,541.368834877795,3386.1019736842104,1964.8451740326368,14.681599094991656,-397.6886,45.303516,99.67037,24.889725,42.18293,15.668615,28.910437,11.150039,13.533032,6.48044,8.005317,7.008388,0.59632254,8.708269,-1.5876436,5.4542828,0.88583523,6.233386,-1.9337358,7.3561935,-0.3417363,3.536852,-1.227641,5.000164,-10.040321,7.980397,0.41245183,0.28572574,[117.1875],0.0,0.0,0.0,0.0,test
datasets/CREMAD/AudioWAV/1028_TSI_NEU_XX.wav,1028,TSI,NEU,XX,CREMA-D,en,2.7694375,0.012513565,0.10761269755747127,1746.2886925667565,1037.9084967443066,3799.299568965517,2072.0893183281655,16.139787595011473,-380.85147,63.344,86.95012,32.190594,54.034546,19.56088,34.49923,12.446173,14.792625,13.20235,0.50778216,11.249689,-2.5698285,14.529376,-3.8642435,8.4688425,0.59839267,7.2201557,-0.6050775,4.654205,-1.6774427,4.5141935,2.900973,6.150852,-1.2189314,5.491551,0.34228528,0.29466665,[125.],277.45094595392186,78.48651624791711,293.54892062030586,0.5172413793103449,test
datasets/CREMAD/AudioWAV/1087_IOM_ANG_XX.wav,1087,IOM,ANG,XX,CREMA-D,en,2.7026875,0.015499892,0.060753676470588235,1206.8862868626925,652.2824640913865,2259.8345588235293,1681.2781499859689,17.160576778074034,-388.84177,85.0105,114.475105,36.904385,42.079327,19.24828,29.784798,26.156832,13.390342,26.040936,1.020611,17.31132,-1.545589,10.230619,-2.6011593,9.506331,-1.9518721,9.224688,-5.552342,13.053863,-1.1279299,7.1674075,-5.28066,6.1475797,-9.708646,8.224433,0.4114296,0.2908797,[117.1875],100.44949719805084,10.41771870770037,37.58685193918514,0.32941176470588235,train
datasets/CREMAD/AudioWAV/1039_IEO_HAP_LO.wav,1039,IEO,HAP,LO,CREMA-D,en,2.1354375,0.020297386,0.06501428404850747,1291.8211107546251,507.6919824589763,3021.9216417910447,1796.5758008073537,16.377701857118563,-374.52408,92.8604,113.50739,28.758741,36.383156,33.00414,27.486307,13.580389,7.8685966,16.659536,2.612098,11.483101,5.879338,12.078189,-13.007985,16.296534,-10.430767,14.516054,-1.5312151,4.527744,-1.1270066,6.1520886,-0.44491827,7.4490533,-6.6392655,6.0505576,0.35550067,0.29928276,[104.16666667],199.51307468254998,18.197937507236496,54.832142338626085,0.373134328358209,train
datasets/CREMAD/AudioWAV/1018_IEO_FEA_LO.wav,1018,IEO,FEA,LO,CREMA-D,en,1.901875,0.01085101,0.05669759114583333,1242.1582010041222,270.8804425831598,2805.7291666666665,1830.1836764200432,15.74657774495008,-391.806,66.16292,113.20675,17.062004,35.167385,27.430756,18.566835,19.909773,14.778697,12.56666,7.9661865,8.311718,1.3709018,8.259666,-5.1694455,5.701529,-0.11988651,8.107425,2.1798294,7.4346223,0.8247427,4.507254,-1.4527245,5.3521147,-2.4541554,3.290947,0.38597652,0.29527283,[93.75],301.78474472049265,13.05119676474244,53.670767970604686,0.5333333333333333,test
datasets/CREMAD/AudioWAV/1079_DFA_NEU_XX.wav,1079,DFA,NEU,XX,CREMA-D,en,2.1354375,0.012571391,0.0707060401119403,1406.4029678872548,295.60655459118044,3327.54197761194,1841.0722907199327,16.259066827801167,-371.69888,73.507484,104.309845,20.584526,24.639307,32.967205,28.364359,12.879507,7.298902,15.253513,-3.7894385,16.678982,-0.87981856,11.372894,2.5623114,8.101962,2.5469198,7.6928196,3.8745928,5.944663,3.5720944,6.3151617,0.89596045,6.379406,-0.85312796,6.0723543,0.3618719,0.2933866,[133.92857143],245.69287841776335,83.26128768813612,245.54328257338298,0.7164179104477612,train
datasets/CREMAD/AudioWAV/1063_IWW_DIS_XX.wav,1063,IWW,DIS,XX,CREMA-D,en,2.035375,0.010429444,0.07735443115234375,1373.0138083327145,581.4122439654136,2960.9375,1794.1998014354535,16.02480674692539,-376.01038,48.43384,116.63572,25.507788,28.522175,31.428377,16.063437,15.742816,8.2139,10.727433,-1.4437988,10.785036,-5.2382383,11.624033,-5.435778,7.0065866,6.6535687,8.148882,3.5007532,7.5676727,1.1473124,7.343265,-0.9077816,8.087803,-3.0515728,6.241321,0.371555,0.3094242,[144.23076923],287.58144827451883,18.93500038801089,63.11270554180709,0.5,train
datasets/CREMAD/AudioWAV/1076_IWW_DIS_XX.wav,1076,IWW,DIS,XX,CREMA-D,en,2.8695625,0.01084858,0.08802083333333334,1490.317690256866,837.9300903123135,3232.7256944444443,1891.2357713882081,15.571774569666193,-384.4074,69.78769,108.16118,28.877705,38.001686,41.15869,19.207264,20.690582,13.480148,12.392054,1.6729175,11.981739,-0.7279231,10.195807,-4.553314,8.52978,-1.8135507,5.174567,-0.7146626,4.3696275,0.3075471,7.3861175,0.326076,6.7128816,-0.3733917,7.225821,0.42358103,0.29494646,[110.29411765],239.66268639845796,65.83343260854849,210.28833418545432,0.3333333333333333,test
datasets/CREMAD/AudioWAV/1068_WSI_HAP_XX.wav,1068,WSI,HAP,XX,CREMA-D,en,2.2689375,0.03730032,0.09784731657608696,1621.387891585714,804.7506419066507,3490.149456521739,1855.0102051867773,16.56727922192209,-296.53497,117.185936,98.98911,31.089067,26.274082,35.364838,25.524174,21.0246,-1.6827347,24.699974,-2.4491208,15.502927,-1.0381573,11.853347,-13.502492,15.08436,0.5704625,7.1770997,-4.700647,11.645709,-3.5938292,6.801922,-1.024595,7.2090015,-7.5795493,5.7767754,0.38273615,0.3017388,[156.25],186.7236860414729,54.16197993603796,188.44166237172612,0.6086956521739131,train
datasets/CREMAD/AudioWAV/1049_WSI_FEA_XX.wav,1049,WSI,FEA,XX,CREMA-D,en,2.3023125,0.012659933,0.07476806640625,1466.076234181758,717.8929475811157,3319.4444444444443,1939.5214031842693,16.021718533299975,-383.55255,49.792553,104.630295,23.631535,43.628704,21.393364,22.791164,12.355165,11.463849,10.655147,5.024654,8.097424,-2.8496346,8.857426,-7.263636,7.8936963,2.471175,5.860263,-1.9558939,5.398371,-3.338281,5.3219934,1.5873051,5.682418,-0.10378251,6.2250023,0.347459,0.31255034,[156.25],365.8085538876988,20.747209696143525,88.73967387429843,0.5,test
datasets/CREMAD/AudioWAV/1059_ITH_DIS_XX.wav,1059,ITH,DIS,XX,CREMA-D,en,2.7694375,0.017135845,0.08073477909482758,1512.5570449521742,531.1453775939964,3397.180316091954,1855.3605670253767,15.31409920179672,-336.7461,86.73696,105.03996,24.87326,24.164455,30.8273,22.463615,16.199627,0.49355444,17.99296,1.2432063,16.096601,-1.5067861,9.133686,-4.8908877,8.428525,1.9218308,8.455554,4.046385,6.687834,0.22962452,6.5228734,1.388254,5.6786795,-3.8248968,7.784925,0.44224396,0.28426796,[104.16666667],0.0,0.0,0.0,0.0,train
datasets/CREMAD/AudioWAV/1068_DFA_HAP_XX.wav,1068,DFA,HAP,XX,CREMA-D,en,2.535875,0.031231672,0.08195708069620253,1540.2647986045997,474.6130946270725,3491.7919303797466,1896.2529810500928,16.595990134570346,-319.79663,120.90424,92.25468,22.794638,28.793074,31.104174,38.26283,17.02828,7.3481474,13.825328,-7.6798444,21.58318,-2.2984433,11.943218,-8.342661,13.7563505,0.19028443,8.161622,-6.526687,12.699448,-4.1234403,7.3420362,4.2535305,7.7732935,-6.7627625,5.1067657,0.41165838,0.30084518,[133.92857143],185.33159392980434,26.14691536507689,106.60709579290418,0.5822784810126582,train
datasets/CREMAD/AudioWAV/1049_DFA_FEA_XX.wav,1049,DFA,FEA,XX,CREMA-D,en,2.469125,0.020418402,0.08082932692307693,1535.945021464253,527.6660058201063,3548.878205128205,1950.0654467362874,16.06360470822512,-356.77203,82.4373,89.00109,21.48581,33.869656,24.292078,35.192024,11.504604,10.396422,10.437205,-2.5073042,17.228046,-3.2883558,8.13661,-0.11855675,6.221441,0.13276075,5.6904106,-4.6576385,7.008931,-4.226326,7.2879577,4.2663374,5.976004,-5.472241,7.6465693,0.3979639,0.3215291,[110.29411765],336.55491528419566,123.5527416547272,361.3766241887661,0.5512820512820513,test
datasets/CREMAD/AudioWAV/1079_WSI_NEU_XX.wav,1079,WSI,NEU,XX,CREMA-D,en,2.7694375,0.013696517,0.11000359195402298,1679.8408429995825,981.8553120993234,3568.7859195402298,1926.2772008532356,16.61393163524907,-371.6508,72.28423,100.75001,33.89246,33.647915,36.544426,18.9717,21.782896,7.122967,19.097986,0.12823464,14.765534,1.1634161,11.290905,-1.5217731,11.229087,2.3176112,5.3597255,3.1201975,6.272225,2.4562855,4.569737,-0.51216465,7.343816,-2.4170575,6.5535197,0.35637674,0.29753134,[156.25],282.8919929526259,52.805320913395065,226.46854574367927,0.7931034482758621,train
datasets/CREMAD/AudioWAV/1082_IWW_ANG_XX.wav,1082,IWW,ANG,XX,CREMA-D,en,2.1354375,0.068523645,0.19245383522727272,2468.039356775947,1257.3235833904246,4414.914772727273,1898.19439994919,18.51957175560768,-182.37497,91.55579,60.33456,43.958897,-9.053261,40.6767,-4.7971134,19.717659,-12.085077,22.585003,1.814161,15.433222,-11.947569,14.769393,-14.51536,12.740511,8.179746,9.1712055,-6.6485424,10.492216,-7.016269,9.969153,-10.147104,8.446308,6.4803452,6.740533,0.3175138,0.31120193,[93.75],348.5570929362106,50.215189065260184,195.99414701866084,0.6545454545454545,train
datasets/CREMAD/AudioWAV/1061_ITH_NEU_XX.wav,1061,ITH,NEU,XX,CREMA-D,en,3.06975,0.010833473,0.0692901611328125,1404.7256096568765,448.9212589312773,3221.8424479166665,1878.336900905949,15.642617144842228,-369.68246,62.51182,107.3095,19.856188,26.713867,25.267883,21.61139,13.455471,10.123556,10.064895,3.3376849,14.078811,3.8754206,9.3251,0.34085503,5.6898956,3.019862,7.935397,0.31825653,4.8692822,-1.0325702,4.3319225,-1.549249,6.1998425,-3.2857292,4.8863964,0.42160857,0.29636076,[81.52173913],200.06085150907842,46.55294250525346,174.91658408056242,0.7083333333333334,val
datasets/CREMAD/AudioWAV/1074_ITH_NEU_XX.wav,1074,ITH,NEU,XX,CREMA-D,en,2.7026875,0.012464536,0.07146139705882353,1358.5917138045213,288.96495229043893,3074.448529411765,1760.1365387853975,16.213054475022698,-360.62018,68.68647,108.284935,14.8363,22.503544,37.070133,27.684423,14.879163,3.378447,14.532992,1.9052533,10.863182,-3.0694737,11.567068,-3.2071064,10.200498,-0.32811746,7.555835,1.1057403,6.925631,-5.5716257,7.400547,-5.3922663,6.541165,-0.9505548,5.8479156,0.3918274,0.30484727,[170.45454545],247.89670661901584,23.41528873732312,73.64458992070462,0.49411764705882355,train
