filepath,speaker_id,utterance_id,emotion,emotion_raw,intensity,dataset,language,duration,rms_mean,zcr_mean,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,spectral_contrast_mean,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_mean,chroma_std,tempo,pitch_mean,pitch_std,pitch_range,voicing_rate,split
EMOVO\dis-f1-n2.wav,f1,n2,disgust,dis,,EMOVO,it,3.84,0.031773991882801056,0.10701965098180076,3917.810589076008,2490.279119816975,6841.5948275862065,3746.1985642659715,18.154209811116257,-367.6804504394531,78.76018524169922,112.21766662597656,62.63710021972656,-23.283416748046875,31.024213790893555,24.384349822998047,35.49555587768555,-12.575432777404785,24.819684982299805,13.987051963806152,20.243473052978516,-15.93990421295166,16.07546043395996,6.902348518371582,15.231378555297852,-3.3303308486938477,11.422645568847656,-12.918110847473145,15.441794395446777,1.2409658432006836,9.969348907470703,4.285937309265137,7.885332107543945,-4.974735736846924,10.354854583740234,0.3607424199581146,0.32518768310546875,117.1875,118.50068387118061,12.912880347571448,51.92241334325534,0.6168582375478927,holdout_test
EMOVO\dis-f1-n3.wav,f1,n3,disgust,dis,,EMOVO,it,2.7306666666666666,0.033804748207330704,0.08489435369318182,3430.9992581138686,2079.353548082208,5918.91571969697,3557.2149834469187,18.452977158350333,-350.5055236816406,84.14373779296875,127.69889068603516,50.98137664794922,-37.39017105102539,32.961334228515625,26.586973190307617,32.033565521240234,-4.7258687019348145,22.50761604309082,20.198854446411133,17.433568954467773,-16.87733268737793,18.02873420715332,-0.8840039372444153,15.482236862182617,-5.577380180358887,10.314875602722168,-11.890481948852539,12.230453491210938,4.029712200164795,11.234625816345215,2.376906156539917,8.925129890441895,-10.388458251953125,9.648773193359375,0.3475249111652374,0.3213171660900116,133.92857142857142,119.64628810995166,14.090091802742343,65.32772635891871,0.7272727272727273,holdout_test
EMOVO\dis-f1-n4.wav,f1,n4,disgust,dis,,EMOVO,it,4.522666666666667,0.036610282957553864,0.09386990338387574,3495.073657536233,2246.408199940435,5785.66475591716,3360.861572159438,19.21255847783619,-352.9866943359375,83.55647277832031,119.53691101074219,60.33636474609375,-45.037628173828125,39.866817474365234,25.27731704711914,42.50739288330078,-8.370527267456055,22.340106964111328,12.00024700164795,17.701248168945312,-19.854448318481445,14.999242782592773,0.6405201554298401,13.415035247802734,-1.871121883392334,11.286450386047363,-14.791111946105957,15.153960227966309,2.6347057819366455,9.582481384277344,3.521821975708008,9.930384635925293,-8.73647689819336,10.088741302490234,0.3421180844306946,0.3179611265659332,79.22535211267606,115.85339287442291,12.05373775674219,53.94575196958715,0.7071005917159763,holdout_test
EMOVO\dis-f1-n5.wav,f1,n5,disgust,dis,,EMOVO,it,4.693333333333333,0.03591928258538246,0.06117687376319261,3479.8534104558707,1966.7011879409397,6604.675131926121,3911.9591484869497,19.450296692429976,-387.7017517089844,104.02857208251953,110.12561798095703,44.78267288208008,-25.0872859954834,43.1236572265625,39.59281539916992,35.56138610839844,6.085467338562012,22.76630401611328,4.638747692108154,17.091373443603516,-21.269184112548828,18.078216552734375,-2.434810161590576,13.269896507263184,1.1096994876861572,10.174986839294434,-14.666559219360352,13.513486862182617,2.0548744201660156,10.237798690795898,1.9360921382904053,9.045372009277344,-9.846198081970215,10.127366065979004,0.3529968559741974,0.33535709977149963,137.1951219512195,117.20242274595455,11.359200247447511,53.7067911530292,0.7783641160949868,holdout_test
EMOVO\dis-f2-b1.wav,f2,b1,disgust,dis,,EMOVO,it,2.474666666666667,0.06229792535305023,0.08730654173259493,2734.8966497905467,2261.4969035791014,4589.744857594937,2496.810927402654,19.660791029398894,-326.8190002441406,75.19939422607422,123.48223876953125,53.91767501831055,-26.092784881591797,38.031375885009766,20.451202392578125,19.30389976501465,5.413961887359619,20.94780731201172,2.966094493865967,13.110305786132812,-17.797210693359375,11.487466812133789,-21.14563751220703,15.14650821685791,0.7022077441215515,9.695245742797852,-4.5340142250061035,9.908549308776855,-3.3170089721679688,11.797859191894531,-7.310230731964111,9.546829223632812,-11.940330505371094,10.20727825164795,0.31466880440711975,0.32067570090293884,160.71428571428572,114.57974669884084,11.947437225330818,52.04255909850539,0.7721518987341772,holdout_test
EMOVO\dis-f2-b2.wav,f2,b2,disgust,dis,,EMOVO,it,2.3893333333333335,0.07380837202072144,0.07763671875,2846.2903538826304,2215.306244154842,5137.584206586826,2621.45567930684,19.606670411733134,-332.62982177734375,70.60838317871094,126.16663360595703,56.905540466308594,-38.80961608886719,26.846080780029297,45.86227035522461,34.77937316894531,9.311958312988281,23.820911407470703,7.141958236694336,18.750930786132812,-14.015690803527832,13.327152252197266,-16.974533081054688,16.169906616210938,4.945410251617432,9.352438926696777,-10.960140228271484,10.511083602905273,-7.419201374053955,11.966523170471191,-10.063325881958008,9.272269248962402,-13.72323226928711,9.594470977783203,0.3240565061569214,0.3358568251132965,125.0,116.03165273111381,13.135677839604474,68.33216777123486,0.8143712574850299,holdout_test
EMOVO\dis-f2-b3.wav,f2,b3,disgust,dis,,EMOVO,it,2.3893333333333335,0.057690467685461044,0.05738793349847561,2223.718113885477,1666.6699005399707,3962.795350609756,2462.6117301013383,19.06580924535985,-343.3558044433594,64.50584411621094,154.573974609375,42.300926208496094,-29.690338134765625,28.84987449645996,28.234554290771484,20.813140869140625,-0.6676836609840393,17.308027267456055,7.0432305335998535,16.498533248901367,-13.413629531860352,13.977131843566895,-19.115379333496094,13.35611629486084,7.044938087463379,11.062386512756348,-2.920383930206299,11.073856353759766,-1.7031519412994385,13.66355037689209,-3.195427894592285,7.817739963531494,-12.389314651489258,9.588028907775879,0.35819995403289795,0.32858824729919434,85.22727272727273,111.53481875303594,12.890370457078726,85.21397039721417,0.8048780487804879,holdout_test
EMOVO\dis-f2-d1.wav,f2,d1,disgust,dis,,EMOVO,it,2.048,0.058720607310533524,0.09422290231299213,3127.97153660425,2142.871809336966,5477.177657480315,2760.1397343811864,19.11626199591245,-326.13458251953125,84.5958251953125,125.91529846191406,58.28620147705078,-42.180084228515625,25.26518440246582,28.8093204498291,29.644826889038086,-6.742956638336182,16.412099838256836,8.452964782714844,18.68450164794922,-12.605545043945312,9.941404342651367,-18.95494842529297,18.78752326965332,-2.220520257949829,8.69832706451416,-7.911443710327148,11.645618438720703,1.8544381856918335,10.377154350280762,-3.221534013748169,7.8635334968566895,-8.454211235046387,8.423370361328125,0.34266066551208496,0.32639768719673157,89.28571428571429,136.017116309374,19.133770913949956,65.84040484334307,0.7716535433070866,holdout_test
EMOVO\dis-f2-d2.wav,f2,d2,disgust,dis,,EMOVO,it,1.8773333333333333,0.07485662400722504,0.05111228813559322,2169.8165708658803,1393.7699090917788,4003.6414194915255,2367.15448406745,19.737038564765925,-319.2897644042969,62.30299758911133,146.05230712890625,36.343807220458984,-36.159297943115234,24.673307418823242,25.191255569458008,27.361839294433594,5.581585884094238,22.168304443359375,-2.247053861618042,13.903167724609375,-15.246667861938477,12.970281600952148,-20.385082244873047,15.737587928771973,1.9178880453109741,9.360190391540527,-7.852924346923828,10.760009765625,-8.683736801147461,13.384284973144531,-5.7882280349731445,9.527880668640137,-8.029031753540039,8.650704383850098,0.31556904315948486,0.32690396904945374,125.0,131.3928614468347,8.999155535245176,57.611524761764244,0.8983050847457628,holdout_test
EMOVO\dis-f2-l1.wav,f2,l1,disgust,dis,,EMOVO,it,4.736,0.05708661302924156,0.04899974860767327,2122.8945382635657,1802.2730568598702,3935.0634282178216,2288.6504067627397,18.54138601547188,-369.4472351074219,113.5356674194336,124.90516662597656,63.73785400390625,-25.623273849487305,28.80552101135254,27.95690155029297,24.721967697143555,4.651640892028809,18.050750732421875,4.7652459144592285,13.18430233001709,-8.51611614227295,12.783949851989746,-18.93328857421875,16.43367576599121,-0.7411947846412659,9.22357177734375,-8.236472129821777,11.670171737670898,-1.788811445236206,11.539867401123047,-3.4860851764678955,8.309574127197266,-12.766904830932617,10.159998893737793,0.2991468608379364,0.3309735059738159,152.02702702702703,120.20323425589417,14.574069022115145,71.48570351944593,0.7103960396039604,holdout_test
EMOVO\dis-f2-l2.wav,f2,l2,disgust,dis,,EMOVO,it,3.7546666666666666,0.06024842709302902,0.05565552611451049,2302.6728461957496,1675.6938460426138,4212.276005244756,2404.8507385289336,19.219938193756303,-345.3002624511719,93.904296875,137.60691833496094,53.808284759521484,-35.75901412963867,30.699024200439453,24.431493759155273,25.726451873779297,2.7173209190368652,19.139936447143555,5.620347499847412,13.234238624572754,-7.5044660568237305,13.89232063293457,-25.018938064575195,17.687816619873047,-6.6469902992248535,9.226313591003418,-9.041650772094727,10.69410514831543,0.04507766291499138,9.928378105163574,-1.527191400527954,7.654471397399902,-12.206901550292969,10.080286979675293,0.33192944526672363,0.33316200971603394,144.23076923076923,126.29976817509014,13.02472021225972,67.3793513551753,0.8111888111888111,holdout_test
EMOVO\dis-f2-l3.wav,f2,l3,disgust,dis,,EMOVO,it,4.1386666666666665,0.06057397276163101,0.037827620967741934,1846.9236215942126,1607.9905030477462,3317.1622983870966,2121.2708513705247,18.762827001574188,-376.4981384277344,113.68241119384766,119.23767852783203,63.34434509277344,-19.441320419311523,33.32754898071289,21.012388229370117,28.474393844604492,1.6367597579956055,15.513754844665527,0.8420470952987671,12.844305038452148,-7.156886577606201,13.980992317199707,-17.958332061767578,17.126039505004883,0.4158663749694824,9.203473091125488,-6.348134517669678,10.272614479064941,-7.705498695373535,12.614578247070312,-5.246238708496094,7.982635021209717,-10.983444213867188,10.302974700927734,0.28508585691452026,0.32879698276519775,244.56521739130434,123.93035029639785,17.22304440122068,90.28105675967392,0.7354838709677419,holdout_test
EMOVO\dis-f2-l4.wav,f2,l4,disgust,dis,,EMOVO,it,3.1146666666666665,0.06753525137901306,0.045002528599330356,2369.6767380414567,1618.6979673636372,4577.113560267857,2646.9251496969696,19.528375345470284,-359.1390075683594,98.0494155883789,126.40538024902344,50.68180847167969,-36.023658752441406,26.89913558959961,33.64850997924805,26.366010665893555,10.033480644226074,15.900622367858887,4.1507086753845215,12.731485366821289,-12.216135025024414,12.998490333557129,-23.92574119567871,15.710298538208008,-4.419751167297363,11.776182174682617,-12.744577407836914,11.730536460876465,-4.4456467628479,13.023392677307129,-6.703303813934326,8.471665382385254,-14.892166137695312,9.892696380615234,0.30917447805404663,0.3419720232486725,156.25,128.65650735640529,13.794976981528377,67.50570263961794,0.8660714285714286,holdout_test
EMOVO\dis-f2-n1.wav,f2,n1,disgust,dis,,EMOVO,it,2.2186666666666666,0.06442093104124069,0.04958836036392405,2208.8555801352377,1327.4091649672262,4137.460443037975,2460.7430595685864,19.119521722694568,-335.87646484375,86.1528549194336,151.37188720703125,42.36379623413086,-41.17341232299805,30.793773651123047,26.103910446166992,24.456649780273438,2.19449520111084,19.133296966552734,5.507259368896484,13.560616493225098,-11.264616012573242,12.761786460876465,-24.68392562866211,14.655159950256348,-0.5178076028823853,9.859610557556152,-7.2044854164123535,9.925066947937012,-2.3823764324188232,13.233877182006836,-6.037173271179199,7.043071269989014,-15.976754188537598,10.72891616821289,0.3236565589904785,0.32889848947525024,102.27272727272727,122.77250990356747,13.096746276554446,54.142872934052676,0.8734177215189873,holdout_test
EMOVO\dis-f2-n2.wav,f2,n2,disgust,dis,,EMOVO,it,2.1386666666666665,0.06398433446884155,0.09525830333769633,2987.441570362999,2384.4967771599704,5028.754908376964,2560.981840082124,19.432009436604922,-321.07940673828125,62.062896728515625,130.45645141601562,56.51667404174805,-37.71989059448242,27.311662673950195,34.38446807861328,23.443084716796875,-7.905180931091309,27.535680770874023,9.189103126525879,18.52890396118164,-13.27711009979248,9.233695030212402,-21.525062561035156,17.053518295288086,-2.7738165855407715,10.839604377746582,-12.48633861541748,9.663033485412598,-0.5263319611549377,9.202749252319336,-4.1015520095825195,8.568498611450195,-12.609904289245605,10.546773910522461,0.3338715136051178,0.329603910446167,117.1875,128.25774018330935,15.610679989105833,83.35341308067393,0.7958115183246073,holdout_test
EMOVO\dis-f2-n3.wav,f2,n3,disgust,dis,,EMOVO,it,2.8586666666666667,0.0641256794333458,0.06068377628504673,2595.3206356645132,1980.9494471810585,4801.839953271028,2620.812042807132,18.99941515538581,-344.0486145019531,98.07109832763672,123.1203384399414,56.48393630981445,-29.549840927124023,26.367115020751953,24.38992691040039,23.61475944519043,9.654426574707031,21.106815338134766,3.7900748252868652,12.391271591186523,-12.214171409606934,13.401008605957031,-22.379901885986328,17.71140480041504,-2.513524055480957,9.803634643554688,-7.597480773925781,11.720037460327148,-2.284317970275879,11.605107307434082,-2.6205215454101562,7.834282398223877,-12.415044784545898,9.620255470275879,0.34172141551971436,0.3318493068218231,133.92857142857142,121.5675491025721,14.650812957214825,68.64600563838343,0.7663551401869159,holdout_test
EMOVO\dis-f2-n4.wav,f2,n4,disgust,dis,,EMOVO,it,4.48,0.06016184389591217,0.08078860960144928,2868.964104361679,2048.678541930239,5008.559782608696,2495.3527492361327,19.806074087994038,-345.1432189941406,104.69552612304688,117.38317108154297,61.243858337402344,-46.88383865356445,35.30487060546875,34.873382568359375,36.023990631103516,-2.2833874225616455,24.237857818603516,1.3599982261657715,13.903114318847656,-7.866039752960205,15.639607429504395,-20.597389221191406,19.63178825378418,-3.0014095306396484,9.57026481628418,-6.458218574523926,10.108613014221191,-1.2533150911331177,13.374368667602539,-4.270723819732666,9.198681831359863,-12.85951042175293,10.897624969482422,0.3327544033527374,0.3321201205253601,77.05479452054794,124.89710140659915,11.886811198863999,71.28869176463598,0.6840579710144927,holdout_test
EMOVO\dis-f2-n5.wav,f2,n5,disgust,dis,,EMOVO,it,3.456,0.06925954669713974,0.05703606404049296,2322.0874993298157,1513.6962695421294,4214.211047535211,2442.7947260822893,20.054044420262098,-347.81640625,81.46404266357422,129.698974609375,43.67180633544922,-33.264530181884766,35.18333053588867,42.533023834228516,30.366512298583984,6.707468509674072,23.21897315979004,-1.6461868286132812,13.917679786682129,-12.319843292236328,14.818860054016113,-26.267438888549805,16.220458984375,-0.3553982675075531,9.324541091918945,-11.414233207702637,9.700803756713867,-9.398688316345215,13.540562629699707,-8.078369140625,9.506156921386719,-16.284290313720703,9.617779731750488,0.3108852207660675,0.3387329578399658,127.8409090909091,132.03897306206864,16.276791105966236,80.48071949960693,0.8309859154929577,holdout_test
EMOVO\dis-f3-b1.wav,f3,b1,disgust,dis,,EMOVO,it,3.136,0.00875682570040226,0.10635599275914634,4505.23643234399,2637.6752292168726,8190.834603658536,4556.828128175171,17.119019135626075,-496.5179138183594,77.42762756347656,94.34439086914062,66.78247833251953,-2.751932382583618,33.40065383911133,42.34900665283203,30.50360107421875,10.714119911193848,32.27947998046875,3.4157795906066895,17.76087760925293,-18.24197006225586,20.77255630493164,-13.955933570861816,15.385316848754883,9.498456001281738,10.203171730041504,-8.504376411437988,12.453582763671875,-4.574170112609863,10.774209976196289,-1.9322545528411865,9.546934127807617,-9.709968566894531,10.265543937683105,0.4096482992172241,0.31805819272994995,130.8139534883721,98.03456494855989,14.34181624630451,64.24762850935836,0.7195121951219512,holdout_test
EMOVO\dis-f3-b2.wav,f3,b2,disgust,dis,,EMOVO,it,2.464,0.010444511659443378,0.08310154506138392,3912.7916241281614,2182.947407990811,6865.304129464285,4289.578897855962,18.010580195591416,-496.3278503417969,54.60274124145508,87.24381256103516,60.51728820800781,-9.108476638793945,28.596040725708008,54.372676849365234,33.05262756347656,20.225313186645508,25.37102508544922,-7.496086120605469,19.865339279174805,-20.144723892211914,16.16519546508789,-1.6924667358398438,10.828278541564941,15.481569290161133,11.08206558227539,-14.797553062438965,12.524065971374512,-13.444575309753418,11.435887336730957,-6.802208423614502,9.620548248291016,-9.156514167785645,9.465203285217285,0.3474932610988617,0.33096861839294434,108.17307692307692,110.65647143961215,17.65203390992848,89.65810983390803,0.7946428571428571,holdout_test
EMOVO\dis-f3-b3.wav,f3,b3,disgust,dis,,EMOVO,it,2.6986666666666665,0.005962079856544733,0.0863819355867347,3923.605057789651,2469.9978158107156,7137.149234693878,4942.26122955775,17.223158609727463,-520.0569458007812,58.91718673706055,121.00074005126953,52.876121520996094,16.150175094604492,32.759159088134766,20.732919692993164,23.649076461791992,14.558403015136719,24.5956974029541,-2.495157480239868,20.70146369934082,-20.671091079711914,17.847318649291992,-9.214554786682129,14.514466285705566,12.036770820617676,12.18801498413086,-6.578366279602051,8.503667831420898,-4.644812107086182,11.690455436706543,-0.13237528502941132,11.43014907836914,-10.542253494262695,9.187033653259277,0.4044792056083679,0.30767855048179626,175.78125,78.82627274927978,7.603703361245982,34.50418704584665,0.673469387755102,holdout_test
EMOVO\dis-f3-d1.wav,f3,d1,disgust,dis,,EMOVO,it,2.058666666666667,0.009554066695272923,0.09821428571428571,3889.80307715171,2345.8844802834587,6790.446428571428,4195.539287253481,16.297488969241176,-461.0316162109375,63.93330001831055,119.25436401367188,71.37052917480469,-9.862878799438477,32.53725051879883,22.630918502807617,35.6244010925293,-0.1703018695116043,21.651578903198242,4.136693954467773,16.609647750854492,-15.552932739257812,18.219003677368164,-14.223776817321777,15.681011199951172,-1.5513652563095093,8.27442741394043,-11.57245922088623,9.634586334228516,1.0549629926681519,10.472444534301758,-0.8777551054954529,13.270472526550293,-7.247736930847168,7.264922142028809,0.3896387219429016,0.3125416040420532,165.44117647058823,114.73869327331346,43.40278165982336,188.77120198675038,0.6,holdout_test
EMOVO\dis-f3-d2.wav,f3,d2,disgust,dis,,EMOVO,it,2.3253333333333335,0.00880366936326027,0.06061746987951807,3367.679714105106,1913.2087250933705,6768.495858433735,4644.180916326904,16.995409135996784,-492.8849792480469,61.36384201049805,133.83767700195312,41.37749481201172,10.149544715881348,27.195066452026367,27.971553802490234,27.427175521850586,20.065780639648438,27.11915397644043,-0.06933993846178055,16.275163650512695,-17.682884216308594,19.18300437927246,-10.499588012695312,10.344976425170898,5.613466739654541,9.517072677612305,-12.30969524383545,9.716353416442871,-4.9046735763549805,10.847627639770508,-5.765769004821777,12.729511260986328,-8.863707542419434,7.886417388916016,0.41083675622940063,0.3133138120174408,98.6842105263158,79.21835797344033,12.825433901947466,49.13244545367904,0.7289156626506024,holdout_test
