label,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
0,-297.93015,79.1588,24.023407,22.074379,7.956769,3.285834,-7.3996334,-5.3035817,-4.3597674,-6.6522636,-4.3084702,-0.7963804,-10.5779505,-1.6355388,-1.1708202,-7.359582,1.4966753,-0.32208967,-6.897797,-2.4871588,-3.0681214,-6.3299494,0.5856747,0.6451287,2.2152228,1.1620789,-2.4998324,-2.8768635,-4.424511,-1.9417021,-2.4781628,-0.7444604,-4.0046043,0.64586574,0.6288405,-3.3558326,-1.0927852,-5.3852572,-2.702769,-1.7308673
0,-342.39896,115.95919,25.332401,18.138338,-2.9521284,-0.27231786,5.083406,-12.001295,1.8431222,1.5558516,-1.882549,3.0592682,-5.717521,-1.4464053,-7.931512,0.01811031,-3.362451,-6.0988355,-1.0130466,-0.5178526,-6.354075,3.9561584,2.3504076,0.052248728,0.43106282,-1.7472656,-0.9507689,0.8465038,0.85131234,0.15648796,-0.39007387,1.4788291,1.4511095,2.486538,1.0757366,-0.6033868,-0.814444,0.31429812,-2.4118707,-4.2611914
0,-306.0274,92.670235,8.491312,23.965403,7.4779916,-5.759456,-11.883088,-9.676737,-3.996747,-13.352563,0.40819725,-9.709486,-6.1271253,1.7373898,-14.560826,-5.176119,-2.4299383,-8.718916,-6.8973513,-7.056198,-6.9006705,-4.433898,-1.6913428,-1.2350125,-3.4836795,-1.8677154,-2.5332425,-2.0326717,-1.6234651,-1.4753225,-3.0173366,-5.9252143,-4.987652,-4.839286,-3.1651552,-3.5915518,-2.0218863,-1.1695164,0.62193686,1.1802764
0,-299.66788,106.64325,17.3334,17.1594,-4.342953,-4.758519,8.916655,-16.394049,0.6325268,1.3633088,-8.651864,5.498338,-8.141539,-0.48672822,-5.227962,-0.4434499,-4.7740507,-5.7763853,-3.2800908,0.9697169,-5.1172585,5.415149,1.2216405,-1.2906345,-2.5081756,-2.7814822,-3.95365,-2.4093382,-2.341276,2.2489147,2.781444,4.4417,5.4078126,2.9135764,1.8710735,0.5363241,2.5893579,6.792395,4.7726216,-0.66473556
0,-323.4025,86.80529,2.957586,2.8425016,6.2918134,-1.842557,-2.7220612,-0.7705465,-4.0031157,-7.866873,0.7403707,-9.948448,-3.4349437,-13.942308,-9.659431,-9.293527,-12.2218685,-4.047344,-10.371336,-5.6480017,-4.561943,0.16120099,3.8866947,2.8563576,3.5247722,1.2847067,-3.8831322,-1.0885916,-2.328948,-0.3048922,-3.0472493,-3.0795307,-1.9149919,-2.4913497,-3.3537169,-3.2005894,-1.6548941,0.05499179,-1.997109,-3.3957736
0,-220.4719,91.558304,17.354584,22.881035,-17.514238,-10.838879,5.090098,-14.116336,-6.354022,-5.2094364,-8.367678,1.0166076,-4.194997,-0.16965908,-3.075769,-6.435384,-3.255488,-1.3102356,-6.2412577,-3.445192,-6.5725474,-2.8823922,0.18805727,-2.1670272,-2.0308855,-0.58343923,-3.1399496,-1.0688066,-0.8097298,2.5202682,1.7239883,4.211905,4.2605877,6.6928053,3.3141723,4.577525,6.7114034,3.9962273,3.3022346,0.9917855
0,-308.57315,113.62244,24.190247,21.251387,-9.459655,-6.545409,-1.0092264,-9.375171,-0.16529886,-3.0545158,-0.3570362,-2.9070415,-11.464857,-1.0028521,-7.152916,-6.141208,-1.7799623,-1.2149686,1.0179957,6.1360693,2.8762546,5.9790545,0.62330014,-0.938154,1.9728736,2.8430917,3.9090369,-0.6959568,-2.2821455,-1.1987394,-1.980502,-0.8734395,-0.606967,-0.11492528,1.3701988,-1.7172292,-2.0485156,-2.5768585,0.5797213,-0.14779365
0,-252.03062,80.85556,19.227253,27.011646,-11.562387,-11.946672,-8.724762,-13.320667,-0.6316759,-2.9907138,-1.4799674,1.9719191,0.02713877,-5.166915,-4.9776683,-2.3452864,-7.6709824,-1.2426863,-7.126857,-6.8067923,-2.9536371,-1.2873323,0.028462708,5.727984,8.646734,4.785593,1.85466,0.86518824,-2.3277783,3.2004888,5.1979356,2.2108936,-1.4598967,-2.1165361,1.27743,2.8339624,0.53235555,-3.666773,-5.6286306,-1.3625273
0,-218.2272,105.242165,1.212846,1.7401333,-3.8654683,-8.705529,-4.009296,-13.209426,-10.837551,7.2840357,-4.7076397,-4.497509,4.205108,-3.5682704,-6.452331,-5.966656,-4.472172,-0.49645966,-3.7628717,-1.1614205,-5.117359,-1.0160855,-3.2248952,-3.7392004,-5.52289,-2.7134352,-3.2330503,4.945519,1.2541502,4.627609,3.4788463,0.99321055,6.690386,5.9945583,3.1934807,-0.92785853,0.5456103,1.8456374,2.6611085,1.5836003
0,-305.03958,80.30719,34.455597,20.116663,5.6225686,-9.544732,-3.6988409,-4.85398,1.50482,2.3948042,-0.08821313,-1.1784225,-6.3021507,-5.1850452,-12.3576975,-4.591017,-5.305688,1.5889157,5.609437,4.1549177,3.3253345,1.8411258,-2.6825304,2.0127718,1.3676127,-0.46707457,-3.4514027,1.2350746,0.7813556,1.6881138,-1.1058087,-0.53413075,4.1657834,0.041818053,-1.3752265,1.0080156,5.6747875,0.29686597,-2.895853,-4.0436482
0,-299.78452,111.09679,8.325618,18.761282,-9.357822,1.8526994,3.5611587,-7.289612,5.115743,-3.409728,-0.34018815,-5.337583,-7.8758087,-5.2147574,-7.2942185,2.5571713,0.4668071,5.75076,1.1159482,-2.1151493,-0.48459288,4.105735,3.2876527,-0.17610948,-1.0896438,4.0230374,-0.2779906,-3.4341693,-7.083517,-2.5503123,0.20065528,-1.2019366,1.9262761,1.8766496,1.4239527,-2.8084986,-2.144759,0.56842554,0.13816777,-0.08066556
0,-321.3699,107.004875,8.54012,35.00688,1.5102366,-9.78349,-2.3751605,-5.891101,7.1158185,-1.8620458,-1.9231837,4.807903,-4.256581,-3.0209272,-5.0896297,-0.11112523,-6.0655904,-4.983661,-4.302129,-1.714639,-2.9204834,-0.35310662,1.8767977,2.6004689,1.1081246,1.8000771,-0.94064254,-0.5043157,4.414481,5.615979,3.1342893,2.389433,0.1770011,-1.679066,-1.8773044,-2.3478353,0.19318882,1.4752786,-1.4974161,-2.805359
0,-300.6854,106.20232,30.764482,20.641771,-3.73714,-5.615914,-0.35436985,-12.916657,-8.217047,-0.537186,-4.783602,0.7816282,-7.6499853,0.80064815,-6.445409,-1.6816514,-0.2653005,-0.8489688,-0.62496185,0.13163765,1.6045233,-3.8866627,-3.83528,-0.8467513,-3.482522,-0.455793,-0.79801816,0.6542621,3.4923868,2.4360163,-1.3155273,3.3797607,1.2926637,-1.686151,0.29261148,2.859937,1.2158704,-3.0239344,-2.1289098,-0.5207754
0,-242.12617,95.924614,7.9250026,23.185951,-15.256241,-8.785444,-3.1300209,-14.601322,-4.740541,-0.58371127,-6.2904177,-5.634987,-8.870227,-3.7718549,-6.03846,-3.526254,-5.6904235,-2.2256956,0.23891133,5.329842,5.3259916,4.516007,0.057523087,1.5070431,3.1803136,4.07887,0.49776992,2.9029336,5.025276,4.835542,0.3308123,-4.2899556,-5.5407867,-4.843166,-3.6270866,-2.5791628,2.0973241,0.2857879,-0.017116055,2.5225184
0,-333.1627,115.83748,13.198395,14.547811,-3.5040157,6.7547927,-0.6400971,-8.634005,5.848034,6.3515296,0.50147986,2.504062,-3.8370152,-1.2210522,-7.475571,-3.276348,-6.8560157,-3.2214987,-3.1866663,-4.6125054,-0.80431885,1.9237697,1.2225559,7.030319,6.997278,3.5022695,1.0797161,0.60930026,2.6717944,-0.27944514,-1.6215651,-1.131157,0.47151577,3.0829914,-2.0401247,-2.217184,1.3104221,-0.5160393,1.4872568,-3.0483477
0,-217.35004,85.70476,1.8849223,-0.43935505,-4.8380127,-6.6134167,-9.235977,-10.061684,-1.4820124,0.8847024,0.20818649,-3.093492,-2.8189282,-6.756853,-11.727117,-6.2197094,-6.4012966,0.4770981,3.654699,7.425675,9.572188,8.553544,4.838693,1.353424,-3.826493,-0.19554892,-3.1244984,-1.555435,-5.276348,-2.6847372,1.6583883,-1.7273052,-1.7592701,3.5296948,3.1769931,0.2749051,-0.50383455,2.9861825,3.545742,0.2960158
0,-281.29938,93.756386,17.999178,34.50051,-3.0199852,-7.6274505,-5.599861,-15.757662,0.19293585,-2.2680705,-4.7347555,2.8674364,-5.8843307,1.3996266,-1.9448686,-7.222967,-6.2217927,-3.601395,-5.9609437,4.188524,-4.116814,-4.2194977,-3.2796006,-3.8248868,0.8419489,-1.0041981,-2.583618,-0.42379206,0.2493296,4.072128,3.0639234,3.715055,5.373985,3.0182803,1.5182108,-0.30640343,0.19726431,-0.33325902,0.15724958,1.1237676
0,-237.05739,70.4959,21.327635,17.320902,-28.123087,-1.5999652,3.6096852,-14.951202,0.6661605,-7.5997458,0.22674693,-5.5766196,-8.529999,-11.257574,-10.61957,-5.3959002,3.2455578,9.080598,6.424874,6.6113663,3.966946,4.8975616,2.0207367,2.4229844,-2.1961117,-3.432591,-1.9742098,-1.6309294,-1.8565192,0.40784386,-0.27472976,-1.1262286,-0.30309016,-2.2105105,2.2688444,2.6368155,0.4345092,0.09963909,-0.8658767,0.58805734
0,-322.05338,95.54218,23.406586,34.864006,-1.1679312,-5.147331,-2.5894315,-9.011602,3.9436514,-4.777763,2.6706502,2.0476735,-2.8073997,-1.0636153,-8.362949,1.2376971,-8.414333,-4.81051,-2.7598956,-4.276533,-0.4235162,0.8070294,2.8830068,3.5896332,1.7396159,3.5294507,0.3124744,0.24766265,3.8630555,3.175238,1.9016175,-1.4024713,-1.8039818,-1.5136226,-0.13938805,0.35175273,-0.025359986,-0.847038,-0.23454191,-1.2930847
0,-298.22208,71.24521,25.637426,28.815367,1.0123843,-6.9542766,-2.726668,-7.102082,0.08983582,-2.4134192,1.9849197,1.5894177,-7.434499,-6.1042933,-9.511707,-8.787037,-12.422646,-4.0092134,0.9232195,2.0631244,4.1808867,3.429502,2.4910138,5.5397162,7.20079,5.307856,0.39742222,-1.3733292,-0.25054872,3.8566754,2.2243114,2.8178575,2.606425,-0.07690199,-1.9254646,0.48662004,0.94013447,-2.2480164,-1.5634416,-1.198777
0,-296.59448,100.0036,14.44235,14.2072,2.7236478,-5.599804,-6.1218705,-6.4548507,-1.3518133,-8.75488,-4.723588,-3.438229,-3.4025314,-2.3075705,-6.5092206,-3.8182003,-5.1727505,-1.0318818,2.2743502,0.6722836,2.5103836,2.9717386,1.6756111,1.8985649,4.313845,4.7892303,2.5458496,0.21134639,-0.32602406,1.2310567,0.50691205,-4.80939,-1.056118,1.9585847,2.314221,1.2280692,0.22646463,0.16953762,0.6244431,0.58107305
0,-393.47083,117.555046,40.18444,20.81448,8.842347,8.332218,4.804715,-6.7606773,0.7283287,-0.8225333,-5.942892,-3.3962615,-4.509264,-2.4427617,-2.8434508,-2.9234045,-3.8718224,-5.7591324,-5.4165435,-3.137109,-1.354591,2.36131,1.0243207,3.5824883,-0.63492393,-1.9291778,-0.6887423,-0.499465,3.9625013,6.221652,2.6788375,1.6124445,1.0002927,0.5673874,0.5100475,1.6607158,1.4041771,-0.18735126,0.37301588,1.9735005
0,-327.00876,79.18503,37.175705,33.413647,-1.9874372,-4.4084105,-1.6696839,-10.992515,0.27051464,-3.3839622,0.4580073,-3.0176563,-1.7613276,-2.955094,-8.676175,-6.2330713,-9.118221,-3.9067593,-3.442453,-0.735979,2.1224687,2.16998,1.8755586,3.7211683,3.545225,4.863658,3.7992325,2.5669892,1.070767,2.2826352,0.46139187,-0.93045145,2.6390808,0.5099612,0.16942097,0.51604116,0.7777342,-0.00043702126,-0.8987078,-1.586078
0,-255.93755,92.44643,7.6816497,22.703064,1.7508485,-8.080937,-3.511574,-12.625981,-1.936246,-4.4507947,-5.7917895,-3.6250107,-10.900776,-1.4196892,-6.368819,-9.462807,-0.40649074,-0.23259473,-3.4924202,2.3971143,-1.1142876,-2.0222862,-0.19912939,0.46255583,2.195944,3.3274868,5.2296653,4.2990723,-1.7736269,0.9304002,-0.8559378,2.1200676,4.3678455,-0.40779927,-1.5197935,0.66659313,0.35169983,0.109626934,-2.358652,0.41668412
0,-306.23428,102.408325,29.651445,38.444412,-3.0167103,-5.3638015,4.6957903,-13.220488,-2.1739614,-7.2552094,-4.3299384,-3.5960798,-8.588944,-3.315246,-1.462503,-6.3198977,-1.0199742,0.16832325,-4.9180393,-2.2079117,-4.5164914,-2.213301,-0.061813727,1.1667509,0.54551524,0.31992358,-0.024772681,-0.6765325,-0.8068443,1.8361498,-0.2340567,0.71929,1.1985363,0.79719967,0.8085421,-0.6277423,-0.7657146,-0.49164504,-0.35061997,0.7245195
0,-360.52686,109.78485,32.54853,17.898582,7.1968393,3.1237524,-1.7657682,-6.2544975,-4.29741,-0.927444,0.15827638,-4.039645,-6.0038114,-4.056633,-5.6423106,-0.7094961,0.84965086,-1.3051264,0.31576985,0.18019906,-2.3571248,2.264823,0.28448606,2.118163,-2.1013935,-2.8539414,-0.75116026,1.2765359,3.3941808,-0.21263763,-1.5138063,-1.8754739,-0.9922192,-1.0110939,1.3237324,2.5194526,4.56509,4.755204,3.948833,5.7195387
0,-361.93347,99.22523,33.59328,28.870651,12.982647,1.0298836,4.350172,-1.3763802,-0.88970304,-3.8396165,-5.195642,-3.299228,-1.0593736,-6.4520326,-7.08984,-2.4314208,-4.307474,-4.452758,-1.5863346,0.34012035,1.1592396,1.9436057,0.9993341,3.0362098,2.1263494,1.3566862,-0.3689957,0.7090942,-0.9219571,1.0028776,1.2470875,1.3417075,4.3529053,3.1374884,-0.20005561,0.77901536,-0.79146683,0.27470163,2.8304958,0.54256654
0,-251.98904,81.25145,13.009306,4.081276,-2.7307007,-0.5611923,-4.1919475,-6.0331173,-1.7488741,-0.8529123,-4.348818,1.4371896,-3.4569366,-4.826369,-2.6719825,-4.86179,-4.320387,7.9325705,4.333386,4.3848147,2.347529,-2.4861364,-0.9750444,0.24681522,-1.3853536,-0.12542938,-4.516323,-1.5419309,-0.72991174,2.6239939,0.82921153,-1.7426603,-1.0328273,0.8253298,0.52363396,1.6109391,1.9583596,0.60881126,0.21704611,-0.9482676
0,-268.9101,91.34903,10.795968,10.146051,-9.303782,-2.9070582,-1.0270945,-7.7848816,-3.5989592,-4.9485645,-4.6366816,0.5773494,0.2827934,-1.3691545,-5.276551,-2.6542153,-2.4458754,1.4350182,3.867049,0.62064105,-6.0369,-0.26172426,3.2978244,1.6565495,0.43010515,0.36487982,-1.5103651,1.3497173,-3.086035,-0.029800879,2.971826,0.7648024,1.665484,4.212848,3.2219894,-2.1857436,-2.975825,-1.7560264,0.9733929,1.0604224
0,-174.68864,52.72857,-6.1874666,14.18237,-5.26852,-12.275692,-3.3865156,-8.557534,-7.2079206,-0.050534196,-13.220943,-4.740759,-3.5920215,-2.5180044,-3.956253,6.0536914,10.75432,5.686037,1.5111958,2.22716,-1.8028834,2.2729013,-3.1739933,-1.6373607,0.57784104,-2.4147403,-5.5275083,2.611282,5.8926163,3.7987382,-1.1173562,-0.80418587,-1.9137675,-1.4164184,3.9701343,2.1748972,0.71959144,-1.2234669,0.27621713,0.9601394
0,-123.131355,77.197426,-12.951059,5.1017814,-1.9054319,-15.9802065,-15.729624,-13.848988,-10.75185,3.7906275,-6.355662,-7.1816616,-2.3507142,-4.0689034,-9.833128,-6.148723,-1.3972843,3.7480228,2.613988,5.2922225,1.1921072,3.9730139,1.6823099,1.5694553,-1.6507277,2.1339164,-1.8490652,0.92263937,0.5978137,2.9727936,-0.5775186,-1.526075,2.6559472,2.9617586,2.692865,-0.09403497,-1.040323,0.005258777,-0.3984032,-0.1823678
0,-322.61957,113.77057,13.05307,22.179655,2.1948755,0.5683627,-6.0443625,-12.553619,6.4495106,-3.037382,1.7810931,2.166206,-0.7947217,-0.041693304,-8.41116,0.03422087,-4.505022,-4.1649175,-3.559343,-4.1272244,-7.9565682,-6.133054,-4.7254753,1.2374398,6.530608,10.212378,5.6973753,3.513532,1.3425686,4.1654563,2.3141012,1.6289777,-1.3812653,-1.314632,-0.38820213,-0.42454338,-1.726524,-5.5245805,-3.3932092,-2.100463
0,-238.83063,73.89813,31.54982,28.45882,-17.62464,-13.486775,2.022895,-10.810453,-2.5634565,-7.585051,-6.0125012,3.1373506,0.88385695,1.117905,-3.542278,-1.805124,-4.530918,-3.7805712,-3.2538288,-5.5359106,-9.501343,-1.5291961,0.17044193,-1.220534,1.995489,2.1918066,-3.0487514,-0.86551553,-2.3591206,1.1741253,5.3641,7.980499,6.684728,5.714966,2.9525473,0.6733168,0.14362043,-1.9752693,-0.15626131,1.9507742
0,-225.84312,97.29526,10.788317,23.740133,-5.0256076,-17.09895,-14.093408,-8.519176,-0.019350803,-2.9746654,-3.9922106,5.15214,1.2990487,-3.1971421,-6.8191943,-4.360242,-0.6205642,-3.3952136,-8.525711,-5.0194855,-7.7861814,-2.724801,3.0956273,3.5319593,0.35708466,4.1173053,-0.33996385,0.8923531,2.0017107,-0.68992454,-4.189755,-2.7641351,0.24171561,0.7340145,4.9890323,9.702188,8.175952,2.8798096,0.96549785,0.36425188
0,-262.50433,100.998566,32.32306,25.111338,-6.5730033,-9.573507,-14.881226,-9.762528,-3.1047616,-6.9849524,-2.9782937,-5.4527664,-8.359523,-9.77728,-8.052127,-3.4732237,-4.4532423,-4.942339,-1.6742406,-2.7137375,-1.533284,2.228934,-4.282402,-3.9744577,-4.782107,-2.4532168,-0.115387805,4.94015,5.362267,7.127747,9.88156,7.297958,5.645562,1.186576,2.5493727,0.47635254,0.016543359,-1.2091676,-1.292161,-1.5865816
0,-354.92197,103.7134,31.962477,18.090834,3.9469767,1.8644996,-2.66271,-4.7171535,-1.4430784,0.071152434,-1.5736308,0.661212,-1.1224792,-3.032993,-5.6595845,-3.6988,-2.4740474,-4.361682,-3.1405013,-1.2831792,-5.030913,-0.339498,2.3717132,2.8457701,1.0288686,-0.39974532,-0.0021740452,3.06183,2.0096934,0.41934428,-1.0064764,1.0235391,1.0922759,1.259881,1.9161172,-0.71797186,0.73532826,-1.046097,-2.1191955,-2.644385
0,-290.1734,73.600655,11.403968,12.911789,1.0096667,3.1969914,-9.449085,-5.7854056,-1.1503193,-2.7174406,-5.303403,-11.484322,3.8042495,-1.2436888,-7.790721,-3.314766,-4.301386,-6.4744835,-1.5937462,-0.7758643,-2.6763325,-0.15634418,-1.4642079,-0.99488276,-2.2289002,-0.40081254,-0.8103865,-3.9515326,-2.144664,-3.139533,-3.4646113,1.5963314,4.922566,2.8798745,1.710949,-1.2808262,-1.5595818,-2.9266374,0.3276946,-0.8640734
0,-387.76886,119.66604,45.108925,23.85558,0.5351635,-5.772893,-2.0896006,-3.6383886,-0.2492867,0.82367736,-3.5296898,-0.23915628,-4.675861,-4.010945,-3.3634036,-2.9529018,-3.0005133,2.4816062,1.1871908,-0.8931106,0.001085214,-2.4105904,-4.415882,-0.4943612,-1.7582735,-1.1893907,-0.18859264,0.7003385,1.2137295,0.99669623,1.8278257,3.9679537,4.847662,0.86012065,1.7367023,1.2822397,0.6973316,-1.0638548,-0.35029355,-1.1955681
0,-191.45486,85.683136,-4.925828,22.80932,-3.8472843,-20.159729,-1.8634614,-8.349889,-4.333636,0.005187172,-8.396111,-0.3531166,-2.4837847,-8.290303,-8.032252,-7.357851,-8.121786,-4.2424355,-2.9248998,-1.8709499,-1.9944103,0.7063503,-4.099645,-1.1403575,2.3115056,3.2433152,1.0910451,1.3999491,0.34685513,2.0502672,-3.1600084,-1.5469681,3.024357,2.1213012,4.879019,4.9414134,2.755012,4.547473,5.448852,2.4653413
0,-302.03003,93.086395,17.873463,13.046198,9.21955,0.26746258,-7.219704,-7.393558,2.4282897,-5.479379,-5.5427575,-5.3766603,-4.458884,1.5882359,-6.1766424,-6.756166,-1.4834121,-8.985102,-7.1598063,-3.6347876,-3.1239276,0.8923172,0.97126126,-0.88751596,-0.70112735,-2.981305,-3.4790008,-3.5713542,-0.83037263,-3.768555,-1.8306968,-2.9020953,-0.5029949,-2.4148822,-2.7222726,-3.7770922,-2.4206278,-0.3117796,-1.9441034,-1.0225861
0,-297.26678,95.38011,19.706383,22.291084,-4.014359,-14.114521,-1.2023382,-5.959017,-5.80291,-3.5050335,-2.889832,0.46989387,-4.5263085,-0.57576525,-12.150995,-3.3719745,-5.874294,-1.5766901,1.9863331,-1.6395847,-3.6280403,1.3882071,2.330006,4.4547796,3.7817204,1.5986882,-0.6948241,-0.69181126,-1.433995,-1.5463797,-1.2186463,0.2493954,2.9190626,4.9986596,1.8275039,-2.1632876,-1.4799898,-2.0158405,-1.6130388,-3.309163
0,-261.0786,102.33027,23.774492,17.455853,-16.038261,-3.306511,-7.546745,-23.154827,-0.89527225,-10.481569,1.4755199,1.0013008,-3.315843,-5.4673786,-4.43885,-2.2749631,-5.3950233,-2.4251509,-2.36878,-4.6098037,-2.79532,0.6022837,-3.6147394,0.8068783,3.0773077,2.1890984,-0.10681337,1.6477916,1.4095912,3.1436937,6.5841975,1.433543,0.8605605,3.15427,5.6205416,3.3752267,0.30071422,-2.3419635,-3.8465562,0.01847835
0,-307.1324,128.66968,17.67658,7.5752187,-6.4149475,0.3381275,1.676425,-10.720525,-1.008508,-0.15009537,-0.035725523,2.3520951,-5.692053,-1.9451505,-2.2274418,-7.1653047,0.22585794,-4.598808,-3.0034366,3.4563453,-8.515185,3.1467772,-4.7449174,-2.4373055,2.8543594,-1.1645483,-0.8354426,-0.61072624,-3.7817113,2.9828184,-2.3381963,-1.0954261,0.0050611454,0.9451739,4.7045627,5.126866,3.7595618,0.7051858,-2.1444604,1.4492443
